FECHA,FCS_ESTACION_RUTABUS,TISC_PERFIL,TISC_TIPO,N
3/17/20,(04104) Avenida 68,(001) Adulto,(2) tullave Plus,3292
3/17/20,(50006) Corral Carrera 77,(001) Adulto,(2) tullave Plus,86
3/17/20,(04107) Escuela Militar,(001) Adulto,(2) tullave Plus,672
3/17/20,(03000) Portal Suba,(001) Adulto,(2) tullave Plus,21719
3/17/20,(06000) Portal Eldorado,(001) Adulto,(2) tullave Plus,21267
3/17/20,(06111) Universidades,(001) Adulto,(2) tullave Plus,2549
3/17/20,(06109) Centro Memoria,(001) Adulto,(2) tullave Plus,1832
3/17/20,(06107) Ciudad Universitaria,(001) Adulto,(2) tullave Plus,1665
3/17/20,(06102) Salitre El Greco,(001) Adulto,(2) tullave Plus,2698
3/17/20,(06108) Concejo de Bogotá,(001) Adulto,(2) tullave Plus,1133
3/17/20,(06100) Av. Rojas,(001) Adulto,(2) tullave Plus,2293
3/17/20,(06001) Modelia,(001) Adulto,(2) tullave Plus,2267
3/17/20,(06103) CAN,(001) Adulto,(2) tullave Plus,2594
3/17/20,(06101) El Tiempo,(001) Adulto,(2) tullave Plus,3418
3/17/20,(06106) Recinto Ferial,(001) Adulto,(2) tullave Plus,1764
3/17/20,(06104) Gobernación,(001) Adulto,(2) tullave Plus,1881
3/17/20,(06105) Quinta Paredes,(001) Adulto,(2) tullave Plus,984
3/17/20,(06002) Normandía,(001) Adulto,(2) tullave Plus,2066
3/17/20,(05105) Pradera,(001) Adulto,(2) tullave Plus,4909
3/17/20,(05001) Patio Bonito,(001) Adulto,(2) tullave Plus,4133
3/17/20,(05005) Transversal 86,(001) Adulto,(2) tullave Plus,1477
3/17/20,(05107) Américas - Cr.53,(001) Adulto,(2) tullave Plus,3395
3/17/20,(05002) Tintal,(001) Adulto,(2) tullave Plus,6633
3/17/20,(05101) Mandalay - Cr.73,(001) Adulto,(2) tullave Plus,662
3/17/20,(05103) Marsella,(001) Adulto,(2) tullave Plus,2170
3/17/20,(05102) Av. Américas - Av. Boyacá,(001) Adulto,(2) tullave Plus,1932
3/17/20,(05100) Banderas P. Central,(001) Adulto,(2) tullave Plus,13649
3/17/20,(05000) Portal Américas,(001) Adulto,(2) tullave Plus,31873
3/17/20,(08000) Portal Tunal,(001) Adulto,(2) tullave Plus,14519
3/17/20,(09004) Santa Lucía,(001) Adulto,(2) tullave Plus,3573
3/17/20,(09104) Restrepo,(001) Adulto,(2) tullave Plus,6476
3/17/20,(09001) Molinos,(001) Adulto,(2) tullave Plus,7795
3/17/20,(08001) Parque el Tunal,(001) Adulto,(2) tullave Plus,943
3/17/20,(09101) Quiroga,(001) Adulto,(2) tullave Plus,977
3/17/20,(09003) Socorro,(001) Adulto,(2) tullave Plus,749
3/17/20,(09106) Nariño,(001) Adulto,(2) tullave Plus,1619
3/17/20,(09105) Río Fucha,(001) Adulto,(2) tullave Plus,1507
3/17/20,(50003) Corral Molinos,(001) Adulto,(2) tullave Plus,2622
3/17/20,(09002) Consuelo,(001) Adulto,(2) tullave Plus,656
3/17/20,(08002) Biblioteca,(001) Adulto,(2) tullave Plus,739
3/17/20,(50002) Corral Calle 40 Sur,(001) Adulto,(2) tullave Plus,198
3/17/20,(09103) Olaya,(001) Adulto,(2) tullave Plus,3003
3/17/20,(09000) Cabecera Usme,(001) Adulto,(2) tullave Plus,18737
3/17/20,(07000) Portal Sur,(001) Adulto,(2) tullave Plus,21926
3/17/20,(07503) SAN MATEO,(001) Adulto,(2) tullave Plus,14585
3/17/20,(07005) ALQUERIA,(001) Adulto,(2) tullave Plus,2272
3/17/20,(57503) Ampliacion San Mateo,(001) Adulto,(2) tullave Plus,4231
3/17/20,(07001) PERDOMO,(001) Adulto,(2) tullave Plus,2400
3/17/20,(07006) General Santander,(001) Adulto,(2) tullave Plus,2844
3/17/20,(07010) Bosa,(001) Adulto,(2) tullave Plus,1812
3/17/20,(07506) DESPENSA,(001) Adulto,(2) tullave Plus,756
3/17/20,(07004) VENECIA,(001) Adulto,(2) tullave Plus,3622
3/17/20,(07003) SEVILLANA,(001) Adulto,(2) tullave Plus,1452
3/17/20,(07008) NQS - Calle 30 Sur,(001) Adulto,(2) tullave Plus,996
3/17/20,(07007) NQS - Calle 38A Sur,(001) Adulto,(2) tullave Plus,2187
3/17/20,(07002) MADELENA,(001) Adulto,(2) tullave Plus,2382
3/17/20,(07113) SANTA ISABEL,(001) Adulto,(2) tullave Plus,1804
3/17/20,(07009) SENA,(001) Adulto,(2) tullave Plus,2900
3/17/20,(07505) LEON XIII,(001) Adulto,(2) tullave Plus,3729
3/17/20,(07504) TERREROS,(001) Adulto,(2) tullave Plus,8732
3/17/20,(07110) PALOQUEMAO,(001) Adulto,(1) tullave Básica,3564
3/17/20,(07105) MOVISTAR ARENA,(001) Adulto,(1) tullave Básica,1802
3/17/20,(07102) NQS - CALLE 75,(001) Adulto,(1) tullave Básica,2013
3/17/20,(07108) Av. El Dorado,(001) Adulto,(1) tullave Básica,1147
3/17/20,(07101) CASTELLANA,(001) Adulto,(1) tullave Básica,871
3/17/20,(07201) Guatoque -Veraguas,(001) Adulto,(1) tullave Básica,729
3/17/20,(07200) Tygua-San José,(001) Adulto,(1) tullave Básica,1062
3/17/20,(07104) Simon Bolivar,(001) Adulto,(1) tullave Básica,2759
3/17/20,(07107) U. NACIONAL,(001) Adulto,(1) tullave Básica,2358
3/17/20,(07106) EL CAMPIN,(001) Adulto,(1) tullave Básica,2828
3/17/20,(07109) CAD,(001) Adulto,(1) tullave Básica,3466
3/17/20,(07103) AV. CHILE,(001) Adulto,(1) tullave Básica,4092
3/17/20,(07111) NQS - RICAURTE,(001) Adulto,(1) tullave Básica,5302
3/17/20,(10000) Portal 20 de Julio,(001) Adulto,(1) tullave Básica,9488
3/17/20,(10006) San Victorino,(001) Adulto,(1) tullave Básica,2715
3/17/20,(10010) San Bernardo,(001) Adulto,(1) tullave Básica,1270
3/17/20,(10002) Av. Primero de Mayo,(001) Adulto,(1) tullave Básica,2382
3/17/20,(10007) Las Nieves,(001) Adulto,(1) tullave Básica,3107
3/17/20,(10001) Country Sur,(001) Adulto,(1) tullave Básica,1661
3/17/20,(10003) Ciudad Jardín,(001) Adulto,(1) tullave Básica,536
3/17/20,(10004) Policarpa,(001) Adulto,(1) tullave Básica,739
3/17/20,(10005) Bicentenario,(001) Adulto,(1) tullave Básica,791
3/17/20,(10008) San Diego,(001) Adulto,(1) tullave Básica,1536
3/17/20,(10009) Museo Nacional,(001) Adulto,(1) tullave Básica,3614
3/17/20,(03001) LA CAMPIÑA,(001) Adulto,(1) tullave Básica,2808
3/17/20,(03012) SUBA - CALLE 95,(001) Adulto,(1) tullave Básica,2003
3/17/20,(03009) Av. Suba- Calle 116,(001) Adulto,(1) tullave Básica,2436
3/17/20,(03013) RIO NEGRO,(001) Adulto,(1) tullave Básica,1603
3/17/20,(03006) NIZA - CALLE 127,(001) Adulto,(1) tullave Básica,2107
3/17/20,(03011) SUBA - CALLE 100,(001) Adulto,(1) tullave Básica,1876
3/17/20,(03010) PUENTE LARGO,(001) Adulto,(1) tullave Básica,1680
3/17/20,(03014) SAN MARTIN,(001) Adulto,(1) tullave Básica,328
3/17/20,(03005) SUBA - AV. BOYACA,(001) Adulto,(1) tullave Básica,1766
3/17/20,(03003) 21 ANGELES,(001) Adulto,(1) tullave Básica,759
3/17/20,(03002) SUBA - TV- 91,(001) Adulto,(1) tullave Básica,2918
3/17/20,(12003) Ricaurte,(001) Adulto,(1) tullave Básica,2132
3/17/20,(12002) CDS - Carrera 32,(001) Adulto,(1) tullave Básica,850
3/17/20,(12000) Puente Aranda,(001) Adulto,(1) tullave Básica,662
3/17/20,(12001) Carrera 43,(001) Adulto,(1) tullave Básica,1498
3/17/20,(12004) Carrera 22,(001) Adulto,(1) tullave Básica,1519
3/17/20,(12007) Zona Industrial,(001) Adulto,(1) tullave Básica,2487
3/17/20,(14001) La Sabana,(001) Adulto,(1) tullave Básica,1703
3/17/20,(14004) Museo del Oro,(001) Adulto,(1) tullave Básica,4220
3/17/20,(14005) Las Aguas,(001) Adulto,(1) tullave Básica,2842
3/17/20,(02105) Calle 142,(001) Adulto,(1) tullave Básica,2657
3/17/20,(02303) Calle 85,(001) Adulto,(1) tullave Básica,4992
3/17/20,(40000) Cable Portal Tunal,(001) Adulto,(1) tullave Básica,2134
3/17/20,(09121) Las Flores,(001) Adulto,(1) tullave Básica,6257
3/17/20,(40002) Manitas,(001) Adulto,(1) tullave Básica,593
3/17/20,(40001) Juan Pablo II,(001) Adulto,(1) tullave Básica,588
3/17/20,(40003) Mirador del Paraiso,(001) Adulto,(1) tullave Básica,1517
3/17/20,(02200) Alcalá,(001) Adulto,(1) tullave Básica,6934
3/17/20,(02201) Prado,(001) Adulto,(1) tullave Básica,3558
3/17/20,(03007) HUMEDAL CORDOBA,(001) Adulto,(1) tullave Básica,531
3/17/20,(09110) Avenida Jimenez,(001) Adulto,(1) tullave Básica,11004
3/17/20,(06000) Portal Eldorado,(001) Adulto,(1) tullave Básica,17359
3/17/20,(06100) Av. Rojas,(001) Adulto,(1) tullave Básica,1597
3/17/20,(06108) Concejo de Bogotá,(001) Adulto,(1) tullave Básica,697
3/17/20,(06107) Ciudad Universitaria,(001) Adulto,(1) tullave Básica,1391
3/17/20,(06109) Centro Memoria,(001) Adulto,(1) tullave Básica,1540
3/17/20,(06111) Universidades,(001) Adulto,(1) tullave Básica,1680
3/17/20,(06106) Recinto Ferial,(001) Adulto,(1) tullave Básica,1674
3/17/20,(06102) Salitre El Greco,(001) Adulto,(1) tullave Básica,1959
3/17/20,(06105) Quinta Paredes,(001) Adulto,(1) tullave Básica,763
3/17/20,(06002) Normandía,(001) Adulto,(1) tullave Básica,1622
3/17/20,(06001) Modelia,(001) Adulto,(1) tullave Básica,1823
3/17/20,(06104) Gobernación,(001) Adulto,(1) tullave Básica,1512
3/17/20,(06103) CAN,(001) Adulto,(1) tullave Básica,2169
3/17/20,(06101) El Tiempo,(001) Adulto,(1) tullave Básica,2870
3/17/20,(03000) Portal Suba,(001) Adulto,(1) tullave Básica,20724
3/17/20,(04000) Cabecera Calle 80,(001) Adulto,(1) tullave Básica,20414
3/17/20,(04002) Carrera 90,(001) Adulto,(1) tullave Básica,2091
3/17/20,(04001) Quirigua,(001) Adulto,(1) tullave Básica,1337
3/17/20,(04103) Las Ferias,(001) Adulto,(1) tullave Básica,1391
3/17/20,(04101) Minuto de Dios,(001) Adulto,(1) tullave Básica,1587
3/17/20,(04104) Avenida 68,(001) Adulto,(1) tullave Básica,2573
3/17/20,(04108) El Polo,(001) Adulto,(1) tullave Básica,2065
3/17/20,(04102) Avenida Boyaca,(001) Adulto,(1) tullave Básica,2522
3/17/20,(04105) Carrera 53,(001) Adulto,(1) tullave Básica,1312
3/17/20,(04106) Carrera 47,(001) Adulto,(1) tullave Básica,1141
3/17/20,(04107) Escuela Militar,(001) Adulto,(1) tullave Básica,832
3/17/20,(50006) Corral Carrera 77,(001) Adulto,(1) tullave Básica,107
3/17/20,(04003) Avenida Ciudad de Cali,(001) Adulto,(1) tullave Básica,3285
3/17/20,(04100) Carrera 77,(001) Adulto,(1) tullave Básica,3111
3/17/20,(04004) La Granja,(001) Adulto,(1) tullave Básica,2054
3/17/20,(02000) Cabecera Autopista Norte,(001) Adulto,(1) tullave Básica,25771
3/17/20,(02202) Calle 127,(001) Adulto,(1) tullave Básica,5072
3/17/20,(02104) Calle 146,(001) Adulto,(1) tullave Básica,3320
3/17/20,(09113) Calle 22,(001) Adulto,(1) tullave Básica,3036
3/17/20,(09116) Avenida 39,(001) Adulto,(1) tullave Básica,3036
3/17/20,(09111) Calle 19,(001) Adulto,(1) tullave Básica,4722
3/17/20,(09115) Calle 34,(001) Adulto,(1) tullave Básica,5881
3/17/20,(09122) Calle 72,(001) Adulto,(1) tullave Básica,7882
3/17/20,(02304) Heroes,(001) Adulto,(1) tullave Básica,5836
3/17/20,(09114) Calle 26,(001) Adulto,(1) tullave Básica,3620
3/17/20,(05105) Pradera,(001) Adulto,(1) tullave Básica,4707
3/17/20,(05107) Américas - Cr.53,(001) Adulto,(1) tullave Básica,3924
3/17/20,(05102) Av. Américas - Av. Boyacá,(001) Adulto,(1) tullave Básica,1515
3/17/20,(05103) Marsella,(001) Adulto,(1) tullave Básica,2153
3/17/20,(05005) Transversal 86,(001) Adulto,(1) tullave Básica,1439
3/17/20,(05101) Mandalay - Cr.73,(001) Adulto,(1) tullave Básica,567
3/17/20,(05002) Tintal,(001) Adulto,(1) tullave Básica,4967
3/17/20,(05001) Patio Bonito,(001) Adulto,(1) tullave Básica,4586
3/17/20,(05100) Banderas P. Central,(001) Adulto,(1) tullave Básica,11928
3/17/20,(05000) Portal Américas,(001) Adulto,(1) tullave Básica,27024
3/17/20,(08000) Portal Tunal,(001) Adulto,(1) tullave Básica,14345
3/17/20,(09004) Santa Lucía,(001) Adulto,(1) tullave Básica,4366
3/17/20,(09001) Molinos,(001) Adulto,(1) tullave Básica,6611
3/17/20,(09104) Restrepo,(001) Adulto,(1) tullave Básica,3476
3/17/20,(09101) Quiroga,(001) Adulto,(1) tullave Básica,1032
3/17/20,(08002) Biblioteca,(001) Adulto,(1) tullave Básica,667
3/17/20,(08001) Parque el Tunal,(001) Adulto,(1) tullave Básica,900
3/17/20,(09106) Nariño,(001) Adulto,(1) tullave Básica,1568
3/17/20,(50002) Corral Calle 40 Sur,(001) Adulto,(1) tullave Básica,148
3/17/20,(09002) Consuelo,(001) Adulto,(1) tullave Básica,863
3/17/20,(09105) Río Fucha,(001) Adulto,(1) tullave Básica,1447
3/17/20,(09003) Socorro,(001) Adulto,(1) tullave Básica,1144
3/17/20,(50003) Corral Molinos,(001) Adulto,(1) tullave Básica,2933
3/17/20,(09103) Olaya,(001) Adulto,(1) tullave Básica,3651
3/17/20,(09000) Cabecera Usme,(001) Adulto,(1) tullave Básica,17329
3/17/20,(07000) Portal Sur,(001) Adulto,(1) tullave Básica,17083
3/17/20,(57503) Ampliacion San Mateo,(001) Adulto,(1) tullave Básica,3329
3/17/20,(07006) General Santander,(001) Adulto,(1) tullave Básica,2777
3/17/20,(07008) NQS - Calle 30 Sur,(001) Adulto,(1) tullave Básica,1093
3/17/20,(07010) Bosa,(001) Adulto,(1) tullave Básica,1639
3/17/20,(07504) TERREROS,(001) Adulto,(1) tullave Básica,9645
3/17/20,(07003) SEVILLANA,(001) Adulto,(1) tullave Básica,1473
3/17/20,(07113) SANTA ISABEL,(001) Adulto,(1) tullave Básica,1656
3/17/20,(07007) NQS - Calle 38A Sur,(001) Adulto,(1) tullave Básica,2441
3/17/20,(07002) MADELENA,(001) Adulto,(1) tullave Básica,2473
3/17/20,(07506) DESPENSA,(001) Adulto,(1) tullave Básica,1002
3/17/20,(07001) PERDOMO,(001) Adulto,(1) tullave Básica,2401
3/17/20,(07009) SENA,(001) Adulto,(1) tullave Básica,2857
3/17/20,(07005) ALQUERIA,(001) Adulto,(1) tullave Básica,2439
3/17/20,(07004) VENECIA,(001) Adulto,(1) tullave Básica,3681
3/17/20,(07503) SAN MATEO,(001) Adulto,(1) tullave Básica,19272
3/17/20,(07505) LEON XIII,(001) Adulto,(1) tullave Básica,5415
3/17/20,(50004) Corral Avenida Ciudad de Cali,(001) Adulto,(1) tullave Básica,7
3/17/20,(50004) Corral Avenida Ciudad de Cali,(001) Adulto,(2) tullave Plus,1
3/17/20,(40000) Cable Portal Tunal,(006) Apoyo Ciudadano,(2) tullave Plus,2500
3/17/20,(09001) Molinos,(006) Apoyo Ciudadano,(2) tullave Plus,2772
3/17/20,(07000) Portal Sur,(006) Apoyo Ciudadano,(2) tullave Plus,6506
3/17/20,(09100) Calle 40 Sur,(006) Apoyo Ciudadano,(2) tullave Plus,1919
3/17/20,(04100) Carrera 77,(006) Apoyo Ciudadano,(2) tullave Plus,490
3/17/20,(04004) La Granja,(006) Apoyo Ciudadano,(2) tullave Plus,304
3/17/20,(14005) Las Aguas,(006) Apoyo Ciudadano,(2) tullave Plus,455
3/17/20,(09110) Avenida Jimenez,(006) Apoyo Ciudadano,(2) tullave Plus,2064
3/17/20,(14004) Museo del Oro,(006) Apoyo Ciudadano,(2) tullave Plus,684
3/17/20,(06109) Centro Memoria,(006) Apoyo Ciudadano,(2) tullave Plus,522
3/17/20,(06107) Ciudad Universitaria,(006) Apoyo Ciudadano,(2) tullave Plus,307
3/17/20,(09120) Calle 63,(006) Apoyo Ciudadano,(2) tullave Plus,1766
3/17/20,(09115) Calle 34,(006) Apoyo Ciudadano,(2) tullave Plus,1304
3/17/20,(09118) Marly,(006) Apoyo Ciudadano,(2) tullave Plus,1999
3/17/20,(09123) Calle 76,(006) Apoyo Ciudadano,(2) tullave Plus,1773
3/17/20,(09114) Calle 26,(006) Apoyo Ciudadano,(2) tullave Plus,660
3/17/20,(09119) Calle 57,(006) Apoyo Ciudadano,(2) tullave Plus,1024
3/17/20,(09121) Las Flores,(006) Apoyo Ciudadano,(2) tullave Plus,1330
3/17/20,(09116) Avenida 39,(006) Apoyo Ciudadano,(2) tullave Plus,640
3/17/20,(09122) Calle 72,(006) Apoyo Ciudadano,(2) tullave Plus,1712
3/17/20,(09111) Calle 19,(006) Apoyo Ciudadano,(2) tullave Plus,886
3/17/20,(09117) Calle 45,(006) Apoyo Ciudadano,(2) tullave Plus,967
3/17/20,(09113) Calle 22,(006) Apoyo Ciudadano,(2) tullave Plus,501
3/17/20,(12001) Carrera 43,(006) Apoyo Ciudadano,(2) tullave Plus,496
3/17/20,(12004) Carrera 22,(006) Apoyo Ciudadano,(2) tullave Plus,316
3/17/20,(12003) Ricaurte,(006) Apoyo Ciudadano,(2) tullave Plus,448
3/17/20,(14001) La Sabana,(006) Apoyo Ciudadano,(2) tullave Plus,269
3/17/20,(12000) Puente Aranda,(006) Apoyo Ciudadano,(2) tullave Plus,134
3/17/20,(12007) Zona Industrial,(006) Apoyo Ciudadano,(2) tullave Plus,527
3/17/20,(12002) CDS - Carrera 32,(006) Apoyo Ciudadano,(2) tullave Plus,256
3/17/20,(06108) Concejo de Bogotá,(006) Apoyo Ciudadano,(2) tullave Plus,270
3/17/20,(06100) Av. Rojas,(006) Apoyo Ciudadano,(2) tullave Plus,352
3/17/20,(40002) Manitas,(006) Apoyo Ciudadano,(2) tullave Plus,518
3/17/20,(40001) Juan Pablo II,(006) Apoyo Ciudadano,(2) tullave Plus,583
3/17/20,(40003) Mirador del Paraiso,(006) Apoyo Ciudadano,(2) tullave Plus,1305
3/17/20,(06105) Quinta Paredes,(006) Apoyo Ciudadano,(2) tullave Plus,165
